ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
587	0,0	0,0			198	99
588	4,7	30,15			198	99
589	4,5	0,0			198	99
590	0,0	0,0			101	99
591	15,7	0,0			198	99
592	15,18	259,306			198	99
593	33,42	1,0			198	99
594	30,39	0,0			198	99
595	31,41	259,216			198	99
596	11,6	1,0			198	99
597	9,6	0,0			198	99
598	1,2	4,4			198	99
599	3,10	1,7			180	99
600	3,4	0,0			198	99
601	56,56	2,2			198	99
602	16,9	36,51			198	99
603	2,0	20,17			172	99
604	4,5	1,4			183	99
605	0,0	0,0			198	99
606	0,0	0,0			188	99
607	30,36	1120,846			198	99
608	30,38	3,0			198	99
609	43,38	1261,981			188	99
610	0,0	0,0			198	99
611	0,0	0,0			198	99
612	0,0	0,0			198	99
613	0,0	0,0			198	99
614	0,0	0,0			198	99
615	0,0	0,0			198	99
616	1,1	8,49			187	99
617	10,1	67,94			198	99
618	13,12	452,346			198	99
619	79,51	13,7			198	99
620	23,34	245,225			196	99
621	30,41	55,53			198	99
622	2,6	0,3			198	99
623	0,0	0,0			176	99
624	0,0	0,3			198	99
625	0,0	0,0			198	99
626	1,0	0,0			182	99
627	0,0	0,0			170	99
628	0,0	0,0			198	99
629	0,0	4,1			189	99
630	3,1	23,20			198	99
631	4,1	37,19			198	99
632	8,8	58,57			198	99
633	33,39	0,0			198	99
634	0,0	0,0			198	99
635	0,0	0,0			181	99
636	52,40	1,3			198	99
637	0,0	0,0			198	99
638	0,0	0,0			182	99
639	0,0	0,0			198	99
640	0,0	0,0			198	99
641	0,0	0,0			198	99
642	0,0	0,0			194	99
643	0,0	0,0			198	99
644	2172,1352	155,128			198	99
645	12,6	0,0			198	99
646	5,3	6,0			198	99
647	259,208	86,115			189	99
648	156,110	83,120			198	99
649	8,6	85,165			198	99
650	23,13	360,243			182	99
651	15,23	98,177			169	99
652	9,7	22,79			198	99
653	6,4	118,146			173	99
