gene_symbol$transcript_id$relative_likelihood$best_order$number_of_orders_have_same_prob$percent_coverage_order_pair$disorder_p_value$spearman_rho$spearman_rho_abs$spearman_p_value
stn1$SPBC409.12c.1$-1.14139956387332$2,1$1$1$-4.86699696823743$-1$1$1
nup107$SPBC428.01c.1$-20.3937428813882$1,6,5,4,2,3$1$1$-77.0892360636815$-0.0857142857142857$0.0857142857142857$0.919444444444444
rxt2$SPBC428.06c.1$-3.57373583845805$2,3,4,1$1$1$-7.07209924624445$-0.2$0.2$0.916666666666667
SPBC428.12c$SPBC428.12c.1$-3.48242282158474$2,3,1$1$1$-1.76535791979205$-0.5$0.5$1
mob1$SPBC428.13c.1$0$1,2$1$1$-1.30606938532732$1$1$1
rhb1$SPBC428.16c.1$-1.71297859137494$2,1$1$1$-3.06451459115529$-1$1$1
wpl1$SPBC428.17c.1$-0.579033873792524$2,1$1$1$-1.26678054187349$-1$1$1
ptk1$SPBC4B4.01c.1$0$1,2$1$1$-22.5296148904455$1$1$1
rsc1$SPBC4B4.03.1$-1.60060783298583$2,1$1$1$-14.9930687118294$-1$1$1
smg1$SPBC4B4.05.1$0$1,2,3$1$1$-7.32351895235407$1$1$0.333333333333333
vps25$SPBC4B4.06.1$-3.93182563272433$2,1$1$1$-4.66260972314472$-1$1$1
usp102$SPBC4B4.07c.1$-3.04452243772342$2,1$1$1$-2.22768475370466$-1$1$1
atg5$SPBC4B4.10c.1$-5.41945142460859$3,2,1$1$1$-4.18335123677868$-1$1$0.333333333333333
pre3$SPBC4C3.10c.1$-2.75688691262194$3,1,2$1$1$-5.6172390842759$-0.5$0.5$1
mrpl39$SPBC4F6.08c.1$0$1,2$1$1$-2.04861888161114$1$1$1
swi10$SPBC4F6.15c.1$-13.0972505724723$3,2,1$1$1$-287.149895881838$-1$1$0.333333333333333
SPBC530.11c$SPBC530.11c.1$-2.66258782702545$2,1$1$1$-16.6451347046774$-1$1$1
ksh1$SPBC530.16.1$-0.995958134608026$1,3,2$1$1$-5.45363231060297$0.5$0.5$1
pku80$SPBC543.03c.1$-1.3204477953223$1,3,2$1$1$-18.7679354931011$0.5$0.5$1
SPBC543.05c$SPBC543.05c.1$-11.020774381469$2,3,4,1$1$1$-9.86806075081072$-0.2$0.2$0.916666666666667
dbp8$SPBC543.06c.1$0$1,2$1$1$-1.39198585141592$1$1$1
get1$SPBC543.10.1$0$1,2$2$1$0$1$1$1
ppk29$SPBC557.04.1$-0.579033873792524$1,3,2$1$1$-12.7631083312236$0.5$0.5$1
utp20$SPBC56F2.04.1$-1.31567679390594$2,1$1$1$-1.79889198329438$-1$1$1
rpl3801$SPBC577.02.1$-1.85279867247126$2,1$1$1$-75.1661571399562$-1$1$1
ubp10$SPBC577.07.1$0$1,2$1$1$-6.19211401709247$1$1$1
SPBC577.11$SPBC577.11.1$-3.04452243772342$2,1$1$1$-37.1986566961555$-1$1$1
brc1$SPBC582.05c.1$-6.69826805411541$2,1$1$1$-58.6392804660777$-1$1$1
pla1$SPBC646.04.1$-3.27451467485006$3,2,1$1$1$-3.29532403415113$-1$1$0.333333333333333
cct6$SPBC646.11.1$0$1,2,3$1$1$-11.1177794977619$1$1$0.333333333333333
orc5$SPBC646.14c.1$-5.9427993751267$2,1$1$1$-28.4642157053669$-1$1$1
uvi15$SPBC649.04.1$0$1,2$1$1$-9.8597227748919$1$1$1
nog1$SPBC651.01c.1$-1.04556955268363$2,1,3$1$1$-20.6400960179596$0.5$0.5$1
SPBC651.07$SPBC651.07.1$-6.21189854855219$3,1,2$1$1$-71.586111804857$-0.5$0.5$1
prf1$SPBC651.09c.1$-1.34992671694902$2,1$1$1$-3.00247302011637$-1$1$1
apm3$SPBC651.11c.1$-3.71357206670431$2,1$1$1$-3.87792102055748$-1$1$1
tcg1$SPBC660.11.1$0$1,2$1$1$-6.32073676251379$1$1$1
msi2$SPBC660.15.1$-5.68309374059764$1,4,2,3$1$1$-28.4024064333005$0.4$0.4$0.75
SPBC660.16$SPBC660.16.1$-3.94182550265845$1,4,3,2$1$1$-703.700875252962$0.2$0.2$0.916666666666667
ubp15$SPBC713.02c.1$-0.533110668555426$2,1$1$1$-1.39198585141592$-1$1$1
SPBC713.05$SPBC713.05.1$-5.0753754078159$3,2,1$2$1$-7.05666116422398$-1$1$0.333333333333333
pir2$SPBC725.08.1$-0.537512600772015$1,3,2$1$1$-12.0405050845446$0.5$0.5$1
nbl1$SPBC725.12.1$-2.39789527279837$2,1$1$1$-1.30606938532732$-1$1$1
sec2302$SPBC776.04.1$-1.38096101514453$1,3,2$1$1$-25.4811752670162$0.5$0.5$1
ste13$SPBC776.09.1$0$1,2$1$1$-9.09538789408187$1$1$1
hsk1$SPBC776.12c.1$-3.04452243772342$2,1$1$1$-2.22768475370466$-1$1$1
cnd1$SPBC776.13.1$-1.91787092899092$2,1$1$1$-9.23539860209024$-1$1$1
kgd2$SPBC776.15c.1$0$1,2$1$1$-0.200264401643588$1$1$1
sum2$SPBC800.09.1$-0.686080013336853$1,3,2$1$1$-17.14539694541$0.5$0.5$1
rfc5$SPBC83.14c.1$0$1,2$1$1$-3.87792102055748$1$1$1
thf1$SPBC839.16.1$0$1,2$1$1$-5.30638540531854$1$1$1
fkh1$SPBC839.17c.1$-14.1537059549506$4,1,3,2$1$1$-176.356141118676$-0.4$0.4$0.75
lub1$SPBC887.04c.1$-0.797287439812542$2,1$1$1$-1.83178672335658$-1$1$1
snx3$SPBC887.06c.1$-2.57694350424736$2,3,1$1$1$-4.35909924185736$-0.5$0.5$1
mrpl38$SPBC887.07.1$0$1,2$1$1$-13.8997778034913$1$1$1
hfi1$SPBC887.18c.1$0$1,2,3$1$1$-4.92590477841728$1$1$0.333333333333333
new19$SPBC887.22.1$-0.676886659688165$2,1$1$1$-1.1622279913311$-1$1$1
gsk31$SPBC8D2.01.1$0$1,2$1$1$-22.4301779391239$1$1$1
sfc9$SPBC8D2.07c.1$-5.56500881122847$3,2,1$1$1$-39.0307208295601$-1$1$0.333333333333333
rmt3$SPBC8D2.10c.1$-1.81188087242748$2,1$1$1$-10.1585829327472$-1$1$1
SPBC8D2.12c$SPBC8D2.12c.1$0$1,2$1$1$-39.8424688895667$1$1$1
lip5$SPBC8D2.15.1$0$1,2$1$1$-1.30606938532732$1$1$1
mde3$SPBC8D2.19.1$0$1,2$1$1$-2.22768475370466$1$1$1
ctf18$SPBC902.02c.1$0$1,2$2$1$0$1$1$1
knk1$SPBC947.01.1$-2.39789527279837$2,1$1$1$-1.30606938532732$-1$1$1
lsm3$SPBC9B6.05c.1$-5.63373948937909$4,1,3,2$1$1$-46.1674324694978$-0.4$0.4$0.75
cdc37$SPBC9B6.10.1$-0.468022374311272$1,3,2$1$1$-51.0534378922573$0.5$0.5$1
mcs2$SPBP16F5.02.1$-5.80211837537706$2,1$1$1$-24.9303537993358$-1$1$1
ubc7$SPBP16F5.04.1$-1.24566570662461$2,1$1$1$-8.98379120784569$-1$1$1
apm1$SPBP16F5.07.1$-3.5960661545082$2,1,3$1$1$-29.0340451694717$0.5$0.5$1
mis15$SPBP22H7.09c.1$-1.46633706879343$2,1$1$1$-3.56844778427746$-1$1$1
ssr4$SPBP23A10.05.1$0$1,2$1$1$-0.642881662643577$1$1$1
ell1$SPBP23A10.14c.1$0$1,2$1$1$-2.22768475370466$1$1$1
SPBP35G2.04c$SPBP35G2.04c.1$0$1,2$1$1$-2.22768475370466$1$1$1
cki2$SPBP35G2.05c.1$-5.79174868020477$2,3,1$1$1$-10.2157436890191$-0.5$0.5$1
air1$SPBP35G2.08c.1$-1.86478460424294$2,1$1$1$-3.70750745656882$-1$1$1
usp103$SPBP35G2.09.1$-3.43398720448515$2,1$1$1$-3.07127391066654$-1$1$1
ppb1$SPBP4H10.04.1$0$1,2$1$1$-12.080272209127$1$1$1
qcr10$SPBP4H10.08.1$-3.25187374258321$1,2,4,3$1$1$-159.147516953183$0.8$0.8$0.333333333333333
SPBP4H10.12$SPBP4H10.12.1$-2.39789527279837$2,1$1$1$-1.30606938532732$-1$1$1
pop7$SPBP8B7.01c.1$-0.935817154224511$2,1$1$1$-3.68046433082041$-1$1$1
set6$SPBP8B7.07c.1$-4.70953020131233$2,1$1$1$-9.16543007141162$-1$1$1
ppm1$SPBP8B7.08c.1$-8.3478273457825$3,2,1$1$1$-8.04352091045827$-1$1$0.333333333333333
nxt3$SPBP8B7.11.1$-0.650255615930633$2,1$1$1$-3.00380435343292$-1$1$1
dpb2$SPBP8B7.14c.1$0$1,2$1$1$-3.56844778427746$1$1$1
dbp2$SPBP8B7.16c.1$0$1,2$1$1$-2.22768475370466$1$1$1
erd2$SPBP8B7.22.1$0$1,2$1$1$-1.3889972657314$1$1$1
atg8$SPBP8B7.24c.1$-0.401341390924302$2,1$1$1$-0.995599380484965$-1$1$1
SPBP8B7.31$SPBP8B7.31.1$-3.71357206670431$2,1,3$1$1$-247.047892436452$0.5$0.5$1
SPBPB21E7.11$SPBPB21E7.11.1$0$1,2$1$1$-1.30606938532732$1$1$1
SPBPB2B2.18$SPBPB2B2.18.1$0$1,2,3$2$1$-3.05621124693184$1$1$0.333333333333333
grt1$SPBPB8B6.04c.1$0$1,2$1$1$-1.30606938532732$1$1$1
SPCC1020.07$SPCC1020.07.1$-5.30610084931611$2,3,1$1$1$-34.8057353051698$-0.5$0.5$1
ecm6$SPCC1020.11c.1$0$1,2$1$1$-1.30606938532732$1$1$1
fxn1$SPCC1183.03c.1$-1.58329263232978$2,1$1$1$-5.76742429076248$-1$1$1
SPCC11E10.07c$SPCC11E10.07c.1$-2.39789527279837$1,3,2$1$1$-9.62011071093648$0.5$0.5$1
SPCC1223.01$SPCC1223.01.1$-1.03609193168678$2,1$1$1$-1.18090454668385$-1$1$1
eaf1$SPCC1223.10c.1$-5.35615736623739$2,3,1$1$1$-6.62958009265453$-0.5$0.5$1
spc19$SPCC1223.15c.1$-0.922333046330118$2,1$1$1$-9.47304248298758$-1$1$1
nad1$SPCC1235.04c.1$-3.04452243772342$2,1$1$1$-2.22768475370466$-1$1$1
fta7$SPCC1235.07.1$-3.93182563272433$2,1,3$1$1$-4.2323528515227$0.5$0.5$1
sec6$SPCC1235.10c.1$-13.3306946730895$4,2,3,1$1$1$-31.7808955428573$-0.8$0.8$0.333333333333333
mpc1$SPCC1235.11.1$-12.1076675274454$5,4,2,3,1$1$1$-52.0745542404682$-0.9$0.9$0.0833333333333333
dga1$SPCC1235.15.1$0$1,2,3$2$1$-4.31196220112645$1$1$0.333333333333333
vma21$SPCC1235.16.1$-1.2666713985415$2,1$1$1$-5.25381949033047$-1$1$1
erm1$SPCC1259.02c.1$-1.06635142644989$2,1$1$1$-1.90967828215751$-1$1$1
pgp1$SPCC1259.10.1$0$1,2$1$1$-1.30606938532732$1$1$1
ubc11$SPCC1259.15c.1$-9.69800303695899$4,1,3,2$2$1$-2.24933006806001$-0.4$0.4$0.75
pus1$SPCC126.03.1$0$1,2$1$1$-1.30606938532732$1$1$1
SPCC126.11c$SPCC126.11c.1$0$1,2$1$1$-10.2654269808564$1$1$1
SPCC126.12$SPCC126.12.1$-11.3707972251202$3,2,1$1$1$-8.78520033874449$-1$1$0.333333333333333
hst2$SPCC132.02.1$0$1,2$2$1$0$1$1$1
SPCC1322.09$SPCC1322.09.1$-0.218253566020018$2,1$1$1$-0.302886656839362$-1$1$1
phb2$SPCC1322.16.1$-1.68271909661183$2,3,1$1$1$-0.526876844881647$-0.5$0.5$1
ipi1$SPCC1393.06c.1$-5.47398100604829$2,3,1$1$1$-17.0420623039139$-0.5$0.5$1
gir2$SPCC1393.09c.1$-0.5265430396614$1,3,2$1$1$-13.0120804960416$0.5$0.5$1
pre8$SPCC1442.06.1$-0.165667121888817$1,3,2$1$1$-3.66511270502039$0.5$0.5$1
cox12$SPCC1442.08c.1$-13.9182212548787$4,3,1,2$1$1$-419.729138812471$-0.8$0.8$0.333333333333333
rpb3$SPCC1442.10c.1$-5.48479693349066$2,1$1$1$-18.539526653094$-1$1$1
taf13$SPCC1494.02c.1$-3.17401342081094$2,1$1$1$-43.1318725519506$-1$1$1
SPCC14G10.04$SPCC14G10.04.1$-0.688632500205419$2,1,3$1$1$-5.68256661780929$0.5$0.5$1
SPCC1620.06c$SPCC1620.06c.1$-0.669049628980885$2,1$1$1$-0.891614198476317$-1$1$1
lnp1$SPCC1620.07c.1$-0.389464766761723$2,1$1$1$-0.424836659504675$-1$1$1
SPCC1672.01$SPCC1672.01.1$0$1,2,3$1$1$-22.5403260841941$1$1$0.333333333333333
cox19$SPCC1672.04c.1$-1.51477268589302$2,1$1$1$-5.21085055003456$-1$1$1
SPCC1672.09$SPCC1672.09.1$-3.04452243772342$1,3,2$1$1$-4.22745426315885$0.5$0.5$1
mis16$SPCC1672.10.1$-0.960461950187293$2,1$1$1$-2.08190816860397$-1$1$1
qcr9$SPCC1682.01.1$-4.69782991798892$2,3,1$1$1$-69.1006063157522$-0.5$0.5$1
ggc1$SPCC1682.09c.1$0$1,2$1$1$-0.923253340798896$1$1$1
dim1$SPCC16A11.05c.1$-9.97156382086462$4,1,3,2$1$1$-16.26489446813$-0.4$0.4$0.75
atg20$SPCC16A11.08.1$0$1,2$1$1$-3.07127391066654$1$1$1
oca8$SPCC16A11.10c.1$0$1,2$1$1$-11.7070277327454$1$1$1
rpn1302$SPCC16A11.16c.1$0$1,2$1$1$-8.42925322172309$1$1$1
SPCC16C4.16c$SPCC16C4.16c.1$-4.51085950651685$2,1$1$1$-7.68895467599084$-1$1$1
hap2$SPCC16C4.20c.1$-1.69719211324947$2,1$1$1$-82.5781103188888$-1$1$1
cox13$SPCC1739.09c.1$-14.9200944833789$3,4,5,1,2$1$1$-102.923688256916$-0.5$0.5$0.45
rec7$SPCC1753.03c.1$-3.43398720448515$2,1$1$1$-3.07127391066654$-1$1$1
vcx1$SPCC1795.02c.1$-3.71357206670431$2,1$1$1$-3.87792102055748$-1$1$1
vid21$SPCC1795.08c.1$-3.43398720448515$2,1$1$1$-3.07127391066654$-1$1$1
utp23$SPCC18.12c.1$0$1,2$1$1$-3.85521953466623$1$1$1
dph7$SPCC18.15.1$0$1,2$1$1$-25.8888897340321$1$1$1
SPCC1840.05c$SPCC1840.05c.1$-0.887303195000903$2,1$1$1$-4.03302502590159$-1$1$1
lsm8$SPCC1840.10.1$0$1,2$1$1$-12.080272209127$1$1$1
spc25$SPCC188.04c.1$-3.71357206670431$2,1$1$1$-3.87792102055748$-1$1$1
ubp5$SPCC188.08c.1$-0.151806012868004$2,1$1$1$-0.246628878496835$-1$1$1
nup61$SPCC18B5.07c.1$-4.70953020131233$2,1$1$1$-9.16543007141162$-1$1$1
mug72$SPCC1902.02.1$0$1,2$1$1$-3.19958896803368$1$1$1
SPCC1919.02$SPCC1919.02.1$0$1,2$1$1$-15.0206426675302$1$1$1
tif6$SPCC1919.09.1$0$1,2$1$1$-47.2459092126482$1$1$1
myo52$SPCC1919.10c.1$0$1,2$1$1$-2.42770016378926$1$1$1
SPCC23B6.01c$SPCC23B6.01c.1$-11.1199128373771$4,2,3,1$1$1$-73.6218306145389$-0.8$0.8$0.333333333333333
ssb3$SPCC23B6.05c.1$0$1,2$1$1$-0.764177767071155$1$1$1
SPCC24B10.06$SPCC24B10.06.1$0$1,2$1$1$-2.88195346998256$1$1$1
emp24$SPCC24B10.17.1$0$1,2$1$1$-0.574750710492074$1$1$1
SPCC24B10.18$SPCC24B10.18.1$-0.198670694795484$2,1$1$1$-0.423934405448996$-1$1$1
spp27$SPCC285.17.1$-3.2251924664789$3,1,2$2$1$-0.846995227674621$-0.5$0.5$1
ins1$SPCC306.05c.1$0$1,2$1$1$-0.349435069045904$1$1$1
SPCC306.07c$SPCC306.07c.1$0$1,2$1$1$-3.00247302011637$1$1$1
sec231$SPCC31H12.07.1$-2.72692835863166$3,2,1$1$1$-26.2954310016723$-1$1$0.333333333333333
hem15$SPCC320.09.1$0$1,2$1$1$-1.95395485417527$1$1$1
nip7$SPCC320.11c.1$-0.504246652667948$2,1$1$1$-1.15588957043771$-1$1$1
SPCC330.03c$SPCC330.03c.1$-1.20983792377833$2,1$1$1$-4.76238205794302$-1$1$1
tam14$SPCC330.20.1$0$1,2$1$1$-4.12266506208964$1$1$1
mms2$SPCC338.05c.1$-11.1030750145482$4,1,3,2$1$1$-21.5802518468006$-0.4$0.4$0.75
wbp1$SPCC338.15.1$-6.08904487544685$3,1,2$1$1$-1.97925823080227$-0.5$0.5$1
coy1$SPCC364.04c.1$0$1,2$1$1$-5.32186144055886$1$1$1
SPCC4B3.02c$SPCC4B3.02c.1$-3.93268356002472$3,2,1$1$1$-33.1889007507287$-1$1$0.333333333333333
nte1$SPCC4B3.04c.1$-3.04452243772342$2,1$1$1$-2.22768475370466$-1$1$1
aph1$SPCC4G3.02.1$-1.54625626076066$3,1,2$1$1$-8.81094645516316$-0.5$0.5$1
urm1$SPCC548.04.1$-4.20588168017316$3,2,1$1$1$-21.2413752196732$-1$1$0.333333333333333
arp6$SPCC550.12.1$-5.6021188208797$2,1$1$1$-20.6751468144778$-1$1$1
swp1$SPCC553.06.1$0$1,2$1$1$-0.180553848094061$1$1$1
toa2$SPCC553.11c.1$-2.48988174106476$3,2,1$2$1$-159.573858737187$-1$1$0.333333333333333
dph5$SPCC576.14.1$-4.2973769419132$3,2,1$1$1$-4.48178062289393$-1$1$0.333333333333333
cuf2$SPCC584.02.1$-3.43398720448515$2,1$1$1$-3.07127391066654$-1$1$1
sec1$SPCC584.05.1$-0.689594778955577$2,1$1$1$-3.53432559975831$-1$1$1
SPCC584.15c$SPCC584.15c.1$-0.837886026204857$2,1$1$1$-2.66408568811833$-1$1$1
SPCC5E4.10c$SPCC5E4.10c.1$-6.5830433698904$4,2,3,1$1$1$-2.35550052109015$-0.8$0.8$0.333333333333333
SPCC61.04c$SPCC61.04c.1$0$1,2$1$1$-1.18090454668385$1$1$1
SPCC613.08$SPCC613.08.1$0$1,2$1$1$-0.739610443725583$1$1$1
sen54$SPCC613.09.1$0$1,2$1$1$-2.44868232299672$1$1$1
apn1$SPCC622.17.1$0$1,2$1$1$-0.578418824111348$1$1$1
SPCC663.18$SPCC663.18.1$-1.40776635901022$2,1$1$1$-33.6019687166138$-1$1$1
SPCC70.04c$SPCC70.04c.1$0$1,2$1$1$-1.30606938532732$1$1$1
tmp1$SPCC70.07c.1$-8.63426486300208$2,3,1$1$1$-34.0996042120433$-0.5$0.5$1
SPCC737.07c$SPCC737.07c.1$-1.31567679390594$1,3,2$1$1$-32.2446920600725$0.5$0.5$1
ppn1$SPCC74.02c.1$-5.43054108635921$3,1,2$1$1$-6.41830066954114$-0.5$0.5$1
ssp2$SPCC74.03c.1$0$1,2,3$2$1$-5.2886609287529$1$1$0.333333333333333
SPCC757.04$SPCC757.04.1$0$1,2$1$1$-9.50695300096197$1$1$1
cox14$SPCC757.15.1$-1.67029318815538$2,1$1$1$-9.99560922483652$-1$1$1
SPCC777.02$SPCC777.02.1$0$1,2$1$1$-59.3919853433685$1$1$1
SPCC777.17c$SPCC777.17c.1$-0.646627164925053$2,1$1$1$-0.578418824111348$-1$1$1
rbd2$SPCC790.03.1$-3.04452243772342$2,1$1$1$-2.22768475370466$-1$1$1
lat1$SPCC794.07.1$0$1,2$1$1$-1.69018286401184$1$1$1
pwi1$SPCC825.05c.1$-5.83188247728352$3,1,2$1$1$-4.61775510269553$-0.5$0.5$1
cnb1$SPCC830.06.1$0$1,2,3$1$1$-0.91176394109504$1$1$0.333333333333333
yop1$SPCC830.08c.1$-0.646627164925053$2,1$1$1$-0.578418824111348$-1$1$1
ufe1$SPCC895.04c.1$0$1,2$1$1$-1.79889198329438$1$1$1
vma8$SPCC965.03.1$0$1,2$1$1$-15.3827354348424$1$1$1
mob2$SPCC970.04c.1$-1.16162525649684$2,1$1$1$-3.68426663230688$-1$1$1
mug170$SPCP1E11.03.1$-6.7356720403719$3,2,1$1$1$-1.98078840506961$-1$1$0.333333333333333
nsa2$SPCP1E11.08.1$0$1,2$1$1$-0.172611278094245$1$1$1
SPCP1E11.10$SPCP1E11.10.1$0$1,2$1$1$-28.4825882549314$1$1$1
SPCP31B10.04$SPCP31B10.04.1$-0.887303195000903$2,1$1$1$-1.3889972657314$-1$1$1
SPCPB16A4.02c$SPCPB16A4.02c.1$-7.77647510309159$3,2,1$1$1$-26.1706016432723$-1$1$0.333333333333333
trm8$SPCPB16A4.04c.1$0$1,2$1$1$-8.36183014208372$1$1$1
cox1$SPMIT.01.1$-0.10449468066336$2,1$1$1$-0.935625158066155$-1$1$1
SPNCRNA.159$SPNCRNA.159.1$-5.99396142730657$2,1$1$1$-29.8753538955658$-1$1$1
